STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,NHWA_MALE,NHWA_FEMALE
Illinois,St. Clair County,5,7,17631,5654,5511
Illinois,St. Clair County,5,8,16554,5134,5064
Illinois,St. Clair County,5,9,17372,5375,5452
Illinois,St. Clair County,5,10,19372,6584,6417
Illinois,St. Clair County,5,11,20506,7084,7189
Illinois,St. Clair County,5,12,18660,6418,6677
Illinois,St. Clair County,5,13,14834,5266,5266
Illinois,St. Clair County,5,14,10986,3790,4152
Illinois,St. Clair County,5,15,7686,2559,3061
Illinois,St. Clair County,5,16,6329,2019,2759
Illinois,St. Clair County,5,17,5171,1602,2453
Illinois,St. Clair County,5,18,5055,1292,2776
Illinois,St. Clair County,6,0,267065,82617,84769
Illinois,St. Clair County,6,1,17292,4751,4400
Illinois,St. Clair County,6,2,18195,4887,4691
Illinois,St. Clair County,6,3,18297,5008,4698
Illinois,St. Clair County,6,4,17826,4817,4555
Illinois,St. Clair County,6,5,18009,5061,4675
Illinois,St. Clair County,6,6,17364,5349,5154
Illinois,St. Clair County,6,7,17459,5638,5396
Illinois,St. Clair County,6,8,16512,5227,5147
Illinois,St. Clair County,6,9,17137,5247,5335
Illinois,St. Clair County,6,10,18291,6090,6045
Illinois,St. Clair County,6,11,20202,7003,6984
Illinois,St. Clair County,6,12,19160,6579,6878
Illinois,St. Clair County,6,13,15186,5276,5442
Illinois,St. Clair County,6,14,11387,4010,4181
Illinois,St. Clair County,6,15,8085,2717,3206
Illinois,St. Clair County,6,16,6312,2026,2744
Illinois,St. Clair County,6,17,5187,1590,2445
Illinois,St. Clair County,6,18,5164,1341,2793
Illinois,St. Clair County,7,0,265729,81973,84233
Illinois,St. Clair County,7,1,16953,4621,4316
Illinois,St. Clair County,7,2,18161,4902,4673
Illinois,St. Clair County,7,3,18064,5001,4649
Illinois,St. Clair County,7,4,17313,4654,4486
Illinois,St. Clair County,7,5,17756,4916,4526
Illinois,St. Clair County,7,6,17242,5218,5073
Illinois,St. Clair County,7,7,17479,5553,5399
Illinois,St. Clair County,7,8,16663,5345,5245
Illinois,St. Clair County,7,9,16910,5185,5235
Illinois,St. Clair County,7,10,17424,5722,5664
Illinois,St. Clair County,7,11,20003,6906,6888
Illinois,St. Clair County,7,12,19212,6616,6891
Illinois,St. Clair County,7,13,15801,5443,5689
Illinois,St. Clair County,7,14,11891,4179,4336
Illinois,St. Clair County,7,15,8239,2776,3237
Illinois,St. Clair County,7,16,6269,2020,2699
Illinois,St. Clair County,7,17,5102,1550,2407
Illinois,St. Clair County,7,18,5247,1366,2820
